customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST04491,Male,1,No,No,7,Yes,No,DSL,No,No internet service,Yes,No internet service,Yes,Yes,Two year,Yes,Bank transfer,29.92,6364.9,No
CUST04492,Male,0,No,Yes,57,Yes,No,DSL,Yes,No,No,Yes,No internet service,No internet service,One year,Yes,Bank transfer,30.86,6666.61,No
CUST04493,Female,0,Yes,Yes,6,No,No,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No internet service,One year,No,Bank transfer,39.94,4528.0,No
CUST04494,Female,0,Yes,Yes,71,No,No,DSL,Yes,No internet service,No,Yes,No,Yes,One year,Yes,Mailed check,29.99,7525.67,No
CUST04495,Male,0,Yes,No,20,No,No phone service,No,No internet service,No,Yes,No internet service,No,No internet service,One year,No,Bank transfer,105.36,4999.83,No
CUST04496,Male,1,Yes,Yes,46,Yes,Yes,No,Yes,Yes,Yes,No,No,No internet service,One year,No,Credit card,108.12,5701.63,No
CUST04497,Female,0,Yes,Yes,0,Yes,No phone service,No,No,No,No,No,No internet service,No,One year,No,Mailed check,67.39,3822.73,No
CUST04498,Male,1,No,No,11,No,Yes,Fiber optic,No internet service,Yes,No,No,No,No,Month-to-month,Yes,Credit card,99.12,8577.42,No
CUST04499,Male,1,Yes,Yes,47,No,No phone service,No,No,Yes,Yes,Yes,No internet service,Yes,Two year,Yes,Bank transfer,50.34,4645.34,No
CUST04500,Male,0,Yes,Yes,3,No,Yes,No,Yes,No internet service,Yes,Yes,Yes,No,One year,Yes,Electronic check,70.39,1934.67,Yes
CUST04501,Male,0,Yes,No,33,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,No internet service,Two year,Yes,Mailed check,73.78,2880.21,No
CUST04502,Male,0,Yes,No,31,No,No,DSL,No internet service,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,50.63,1347.19,Yes
CUST04503,Male,0,Yes,No,2,Yes,Yes,DSL,No,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,78.73,1143.76,Yes
CUST04504,Female,1,Yes,No,67,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Credit card,104.31,8382.53,Yes
CUST04505,Male,1,Yes,No,56,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,No,One year,No,Credit card,114.51,5991.82,Yes
CUST04506,Male,1,Yes,Yes,23,No,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,No,No,One year,Yes,Bank transfer,50.47,25.25,No
CUST04507,Female,0,No,No,32,No,Yes,No,No internet service,No,No,No internet service,No,No internet service,Month-to-month,Yes,Credit card,112.5,7316.01,No
CUST04508,Female,1,No,No,2,Yes,No phone service,No,Yes,No,No internet service,Yes,No internet service,Yes,Two year,No,Bank transfer,82.73,4786.18,No
CUST04509,Female,0,Yes,No,3,Yes,No phone service,Fiber optic,No,Yes,No,No,No internet service,No internet service,One year,Yes,Credit card,80.03,1003.16,Yes
CUST04510,Male,1,No,Yes,29,No,No,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,No,Month-to-month,No,Electronic check,32.29,4090.57,No
CUST04511,Female,0,No,Yes,69,Yes,No,No,No internet service,No,Yes,No,No internet service,Yes,Two year,Yes,Credit card,91.05,3304.53,No
CUST04512,Male,1,No,Yes,48,No,No,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,One year,Yes,Electronic check,50.7,2896.35,No
CUST04513,Male,1,No,Yes,29,No,Yes,No,No internet service,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,62.64,4179.3,No
CUST04514,Male,0,No,No,71,No,No,DSL,No internet service,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,34.15,5772.34,Yes
CUST04515,Female,1,No,No,15,No,Yes,DSL,No,No internet service,No internet service,No,No internet service,No,Two year,Yes,Mailed check,43.05,4840.03,No
CUST04516,Female,1,Yes,No,52,Yes,No,No,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Credit card,82.19,2551.31,No
CUST04517,Female,0,Yes,Yes,5,No,No,Fiber optic,No,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,No,Credit card,81.42,6517.59,No
CUST04518,Female,0,No,No,23,Yes,No,DSL,No internet service,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,65.84,8898.92,No
CUST04519,Female,0,Yes,Yes,27,Yes,No,No,Yes,Yes,No,No,Yes,No internet service,Month-to-month,No,Mailed check,83.06,8694.63,Yes
CUST04520,Male,0,No,Yes,20,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,Yes,No internet service,One year,Yes,Mailed check,106.72,8969.75,No
CUST04521,Male,0,Yes,Yes,7,No,Yes,Fiber optic,No internet service,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,23.21,4395.55,No
CUST04522,Male,1,Yes,No,35,No,Yes,Fiber optic,No internet service,No,No internet service,Yes,Yes,No internet service,Two year,Yes,Bank transfer,40.57,409.25,No
CUST04523,Male,0,Yes,No,8,Yes,No,Fiber optic,Yes,Yes,No internet service,No,Yes,Yes,One year,No,Credit card,49.62,6561.73,No
CUST04524,Female,1,No,No,39,No,No,No,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card,77.72,5979.19,No
CUST04525,Female,1,Yes,No,50,No,No,No,No internet service,No,Yes,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,86.59,8703.67,No
CUST04526,Male,0,Yes,Yes,0,No,Yes,DSL,Yes,Yes,No,No,No internet service,No internet service,One year,Yes,Credit card,75.33,3351.47,No
CUST04527,Female,1,No,No,62,No,No phone service,No,Yes,Yes,Yes,No internet service,No internet service,No,One year,Yes,Credit card,89.77,8947.2,No
CUST04528,Female,1,No,Yes,67,No,No phone service,No,No internet service,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,64.65,609.81,No
CUST04529,Male,0,Yes,Yes,25,Yes,No phone service,No,No internet service,No,No internet service,No internet service,Yes,No internet service,Two year,Yes,Credit card,99.69,3243.6,No
CUST04530,Male,1,No,Yes,39,No,Yes,DSL,No,No,No,Yes,No internet service,Yes,One year,No,Mailed check,27.23,6666.52,No
CUST04531,Female,0,Yes,Yes,2,No,No phone service,No,No,Yes,No,No internet service,No,Yes,Two year,No,Electronic check,81.99,5544.68,Yes
CUST04532,Female,0,Yes,Yes,8,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No,No internet service,Month-to-month,No,Credit card,24.33,1868.02,No
CUST04533,Male,0,No,Yes,31,No,Yes,No,No internet service,No internet service,Yes,No,Yes,No internet service,One year,No,Bank transfer,43.1,3228.1,No
CUST04534,Male,1,No,Yes,66,Yes,No,No,Yes,No,No internet service,No,No,No,Month-to-month,Yes,Mailed check,26.18,1477.09,No
CUST04535,Male,1,Yes,No,3,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,Yes,One year,Yes,Bank transfer,79.42,8950.6,No
CUST04536,Female,1,No,No,5,No,Yes,DSL,Yes,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Mailed check,41.04,4639.2,No
CUST04537,Male,1,Yes,Yes,72,Yes,No phone service,No,Yes,Yes,No internet service,Yes,No internet service,No,One year,Yes,Credit card,29.2,7807.89,No
CUST04538,Male,0,No,No,25,Yes,Yes,No,No internet service,No internet service,Yes,No,No internet service,No,One year,Yes,Mailed check,97.34,3557.24,Yes
CUST04539,Female,1,No,No,1,No,Yes,No,No,No internet service,No,No internet service,No,Yes,Month-to-month,No,Mailed check,20.06,2211.97,No
CUST04540,Female,0,No,No,65,Yes,No phone service,No,No,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,74.91,4401.75,No
CUST04541,Female,1,No,No,2,No,No,Fiber optic,No internet service,No,No,No,No,No,One year,No,Electronic check,111.94,6929.54,Yes
CUST04542,Female,1,No,Yes,34,Yes,Yes,No,Yes,No internet service,Yes,No,No,No,Month-to-month,No,Electronic check,98.8,8192.69,Yes
CUST04543,Female,1,Yes,No,58,No,No,DSL,Yes,Yes,No internet service,Yes,No internet service,No,Month-to-month,Yes,Bank transfer,80.38,1752.15,No
CUST04544,Male,1,Yes,Yes,37,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,Yes,One year,No,Mailed check,30.32,1168.67,Yes
CUST04545,Male,1,Yes,Yes,32,No,No,Fiber optic,No internet service,No internet service,No,Yes,No,No,Month-to-month,Yes,Bank transfer,99.02,1466.71,No
CUST04546,Female,0,No,No,14,No,Yes,DSL,No,Yes,No internet service,No,No internet service,No internet service,One year,No,Electronic check,53.54,2744.91,No
CUST04547,Female,1,Yes,No,13,Yes,No phone service,No,No internet service,No internet service,No,No internet service,No,No internet service,One year,Yes,Electronic check,35.34,5396.54,No
CUST04548,Female,1,Yes,Yes,65,Yes,No phone service,No,No,No internet service,No,No internet service,Yes,No,One year,Yes,Electronic check,118.84,6644.1,No
CUST04549,Female,1,No,Yes,44,No,No,No,No,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,29.11,3294.9,Yes
CUST04550,Female,1,No,No,47,Yes,No,DSL,No internet service,Yes,No,No,No internet service,No,One year,Yes,Electronic check,91.83,8272.47,Yes
CUST04551,Male,0,No,No,43,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,No,No internet service,One year,No,Credit card,55.3,4154.72,No
CUST04552,Male,1,Yes,Yes,36,Yes,No,No,No,No internet service,No,Yes,No,No,Month-to-month,Yes,Bank transfer,104.13,4405.51,No
CUST04553,Male,0,Yes,No,28,No,No phone service,DSL,No,No,Yes,No,No internet service,No,One year,No,Mailed check,74.73,7979.16,No
CUST04554,Male,1,No,Yes,33,No,No phone service,DSL,Yes,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,109.05,580.86,No
CUST04555,Female,0,Yes,Yes,58,No,Yes,No,No internet service,No,Yes,No internet service,No internet service,Yes,Two year,Yes,Electronic check,75.44,5486.16,No
CUST04556,Male,0,Yes,Yes,42,Yes,No,DSL,Yes,No internet service,No internet service,Yes,No,No internet service,Two year,No,Mailed check,52.36,5050.68,No
CUST04557,Female,0,No,Yes,32,Yes,No,No,No internet service,Yes,No internet service,No internet service,Yes,No,Month-to-month,No,Electronic check,116.05,3620.83,No
CUST04558,Female,0,Yes,No,18,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,65.59,3898.19,Yes
CUST04559,Female,0,No,Yes,7,No,No phone service,No,No,Yes,No internet service,No internet service,Yes,Yes,Two year,No,Mailed check,105.03,6207.33,No
CUST04560,Male,1,Yes,Yes,30,No,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,104.0,5130.17,No
CUST04561,Female,0,No,No,10,No,Yes,DSL,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,76.26,5906.36,Yes
CUST04562,Male,1,Yes,No,7,No,No phone service,Fiber optic,No internet service,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,70.09,3972.82,Yes
CUST04563,Male,0,Yes,Yes,24,Yes,Yes,No,No internet service,No,No,No,Yes,Yes,Two year,Yes,Bank transfer,49.53,3634.71,Yes
CUST04564,Female,0,No,No,19,Yes,Yes,DSL,Yes,No,No internet service,No,No internet service,No internet service,Two year,Yes,Electronic check,76.09,4682.8,Yes
CUST04565,Female,1,No,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No,No,Yes,One year,Yes,Credit card,77.46,3844.7,Yes
CUST04566,Female,0,No,Yes,6,No,Yes,DSL,No,No,Yes,No internet service,No internet service,No internet service,One year,Yes,Electronic check,44.03,7610.07,No
CUST04567,Male,0,No,No,38,Yes,No phone service,No,No,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Mailed check,100.47,7852.41,No
CUST04568,Female,0,Yes,No,71,Yes,Yes,DSL,No,No,No internet service,No internet service,Yes,No internet service,Two year,Yes,Electronic check,53.75,683.28,Yes
CUST04569,Male,0,No,No,19,No,No phone service,No,No internet service,No,No internet service,Yes,Yes,No,One year,No,Bank transfer,95.41,550.69,No
CUST04570,Female,1,No,No,10,No,Yes,No,No internet service,No internet service,Yes,No,No,No,One year,Yes,Bank transfer,118.8,2614.02,No
CUST04571,Female,0,No,No,15,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Bank transfer,119.55,793.41,No
CUST04572,Male,0,No,Yes,41,No,No,Fiber optic,No internet service,Yes,No,No,No internet service,Yes,Two year,No,Bank transfer,106.33,4867.7,Yes
CUST04573,Male,1,No,No,51,Yes,No,DSL,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,105.7,210.94,No
CUST04574,Male,1,Yes,Yes,36,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,No,Mailed check,100.6,7068.57,No
CUST04575,Male,0,No,Yes,51,No,No,Fiber optic,No internet service,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,89.73,5848.29,No
CUST04576,Male,0,No,No,8,No,Yes,No,Yes,No internet service,No internet service,No,No internet service,Yes,Month-to-month,Yes,Bank transfer,38.4,1921.87,Yes
CUST04577,Male,1,No,No,34,Yes,Yes,No,No,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer,30.8,2979.19,No
CUST04578,Female,0,Yes,No,66,No,No phone service,DSL,No internet service,Yes,No internet service,No internet service,No internet service,No,Two year,No,Bank transfer,77.21,2764.27,No
CUST04579,Female,1,Yes,No,6,No,Yes,DSL,Yes,No internet service,Yes,No internet service,No internet service,No,Two year,Yes,Electronic check,87.66,8304.83,Yes
CUST04580,Male,0,Yes,No,1,Yes,No phone service,No,No internet service,No internet service,No internet service,No,No,Yes,Month-to-month,No,Mailed check,60.06,7985.7,No
CUST04581,Female,1,No,No,24,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,Yes,One year,No,Credit card,114.87,5087.69,No
CUST04582,Male,1,No,No,40,Yes,Yes,DSL,No internet service,No,No,No,No internet service,Yes,One year,No,Mailed check,45.11,3288.88,Yes
CUST04583,Female,1,Yes,No,51,No,No phone service,No,No internet service,No,Yes,No,Yes,No internet service,One year,Yes,Credit card,45.16,4166.63,No
CUST04584,Female,0,Yes,No,64,No,No,DSL,No internet service,No internet service,No,No internet service,No,No,Month-to-month,No,Mailed check,106.89,5119.71,No
CUST04585,Male,0,No,No,37,No,Yes,Fiber optic,Yes,Yes,No internet service,No,No,Yes,Month-to-month,No,Electronic check,70.89,4443.2,No
CUST04586,Male,0,No,No,66,Yes,No,DSL,No internet service,Yes,No,Yes,No internet service,No internet service,Two year,Yes,Bank transfer,23.6,581.64,No
CUST04587,Male,0,No,No,41,No,No phone service,No,Yes,No,No,Yes,No internet service,No,Month-to-month,No,Bank transfer,39.59,4175.83,No
CUST04588,Female,1,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No,Two year,Yes,Bank transfer,76.51,8282.58,Yes
CUST04589,Male,1,No,No,53,No,No phone service,No,No,No,No,Yes,No internet service,No,One year,Yes,Mailed check,52.6,3688.82,No
CUST04590,Female,1,No,Yes,66,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,68.94,6315.56,No
CUST04591,Male,0,Yes,Yes,63,No,No phone service,No,Yes,No internet service,No internet service,No internet service,No,No,Two year,No,Electronic check,99.4,8973.59,No
CUST04592,Female,0,Yes,No,3,Yes,No phone service,DSL,No,No internet service,No,Yes,No,Yes,One year,Yes,Electronic check,69.5,4981.22,No
CUST04593,Female,0,Yes,Yes,30,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No,Yes,Two year,Yes,Mailed check,66.52,4361.39,No
CUST04594,Male,1,No,No,12,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No,No,Month-to-month,Yes,Bank transfer,37.6,2442.3,No
CUST04595,Female,0,Yes,No,26,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No internet service,Yes,One year,Yes,Mailed check,34.63,2078.73,No
CUST04596,Female,0,Yes,Yes,58,No,Yes,DSL,No internet service,No internet service,No,No,Yes,No internet service,One year,No,Electronic check,63.17,5010.38,No
CUST04597,Male,1,No,No,64,No,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,No internet service,One year,No,Credit card,40.96,6091.89,No
CUST04598,Female,1,No,Yes,63,No,No,DSL,No internet service,Yes,No,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,60.04,3862.15,Yes
CUST04599,Male,0,Yes,Yes,24,No,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,76.55,35.95,No
CUST04600,Male,1,No,No,36,No,No,Fiber optic,No,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,31.25,5050.25,No
CUST04601,Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No,No,No internet service,Yes,No,One year,No,Bank transfer,39.65,5153.06,No
CUST04602,Male,1,No,Yes,70,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,105.71,676.53,Yes
CUST04603,Female,1,No,No,13,No,No phone service,No,No,Yes,No,No internet service,No,Yes,Two year,Yes,Electronic check,83.35,932.2,No
CUST04604,Female,1,Yes,Yes,23,Yes,No phone service,No,Yes,No internet service,No,Yes,No,No,Two year,No,Mailed check,94.48,2755.1,No
CUST04605,Female,0,Yes,No,66,No,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,68.86,5390.42,Yes
CUST04606,Male,0,Yes,No,47,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Electronic check,88.89,1606.06,No
CUST04607,Female,0,No,No,64,No,Yes,No,No internet service,No internet service,Yes,Yes,Yes,No,Two year,Yes,Electronic check,63.33,3111.53,No
CUST04608,Female,1,Yes,No,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,No,Month-to-month,No,Mailed check,32.96,1341.89,No
CUST04609,Male,1,No,Yes,69,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,63.73,3034.0,No
CUST04610,Male,1,No,No,58,No,No phone service,DSL,Yes,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Credit card,82.61,6560.98,No
CUST04611,Female,1,Yes,Yes,11,Yes,No phone service,No,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer,45.29,3374.4,No
CUST04612,Male,0,No,Yes,53,No,No phone service,DSL,Yes,No,Yes,No internet service,Yes,Yes,Two year,No,Bank transfer,90.38,7360.82,No
CUST04613,Male,0,No,No,50,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,No,Two year,No,Credit card,33.35,8348.38,Yes
CUST04614,Male,0,Yes,No,37,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,No,No,One year,Yes,Mailed check,43.17,2778.82,No
CUST04615,Male,1,No,No,45,No,Yes,DSL,Yes,No internet service,Yes,Yes,No internet service,Yes,Two year,No,Electronic check,92.54,5602.11,No
CUST04616,Female,1,No,Yes,9,Yes,No phone service,DSL,Yes,No internet service,No,Yes,No,Yes,Two year,No,Bank transfer,43.48,2377.09,Yes
CUST04617,Male,0,Yes,No,8,No,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No internet service,One year,No,Bank transfer,82.9,5128.5,No
CUST04618,Male,1,Yes,Yes,51,Yes,No,No,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,90.59,1091.07,No
CUST04619,Male,0,No,No,50,No,No phone service,DSL,Yes,No,No,No internet service,Yes,Yes,One year,No,Credit card,41.23,5429.02,No
CUST04620,Male,1,No,No,21,Yes,No phone service,No,No internet service,No,Yes,Yes,No,Yes,One year,No,Electronic check,70.52,1570.37,No
CUST04621,Male,1,No,Yes,72,No,Yes,Fiber optic,Yes,Yes,No,Yes,No,No internet service,Month-to-month,No,Bank transfer,114.21,3554.79,No
CUST04622,Male,0,No,Yes,71,No,Yes,No,Yes,No internet service,No,Yes,Yes,Yes,One year,Yes,Bank transfer,79.18,2145.74,No
CUST04623,Male,0,Yes,No,67,No,Yes,No,No internet service,No,Yes,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer,23.71,7163.94,Yes
CUST04624,Male,1,No,No,4,No,No,Fiber optic,No,No,No internet service,No internet service,Yes,No internet service,Two year,Yes,Credit card,39.53,1651.71,No
CUST04625,Female,0,No,No,28,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No,No internet service,Yes,One year,No,Bank transfer,102.02,8670.91,No
CUST04626,Male,0,No,Yes,5,No,Yes,Fiber optic,No,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,67.78,1089.15,No
CUST04627,Female,1,No,No,68,Yes,No,No,No internet service,No,No,Yes,No internet service,No,One year,Yes,Mailed check,26.99,3736.28,No
CUST04628,Male,1,Yes,No,57,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,55.89,6918.64,No
CUST04629,Male,1,No,Yes,42,No,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No,Month-to-month,No,Mailed check,91.43,1071.65,No
CUST04630,Male,0,Yes,No,68,No,No phone service,Fiber optic,No,No,No internet service,No internet service,Yes,No,Month-to-month,No,Electronic check,94.41,2843.48,No
CUST04631,Male,1,Yes,Yes,71,No,Yes,DSL,Yes,No,No internet service,No,No internet service,No,Two year,No,Electronic check,78.78,4086.16,No
CUST04632,Female,1,Yes,Yes,36,No,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,Yes,One year,Yes,Mailed check,95.16,6865.54,No
CUST04633,Male,1,Yes,No,57,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,Yes,Month-to-month,No,Bank transfer,62.42,7090.75,No
CUST04634,Male,1,Yes,No,36,No,No,DSL,No,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Bank transfer,67.65,7702.71,No
CUST04635,Female,1,No,Yes,25,No,No,No,No,No internet service,No internet service,No,No internet service,Yes,Two year,No,Electronic check,63.01,2771.81,No
CUST04636,Female,0,Yes,Yes,41,No,No phone service,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,49.26,157.56,Yes
CUST04637,Male,1,Yes,No,15,No,No,No,No,No,Yes,Yes,No,Yes,Two year,No,Credit card,85.02,6481.12,No
CUST04638,Female,1,Yes,Yes,21,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,No internet service,One year,No,Bank transfer,86.28,1574.02,No
CUST04639,Female,0,No,Yes,22,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,No,Yes,One year,Yes,Electronic check,106.43,3522.67,No
CUST04640,Female,1,Yes,No,46,Yes,No phone service,No,No,No internet service,No internet service,No internet service,No,No internet service,One year,No,Credit card,51.89,7247.67,No
CUST04641,Male,1,No,Yes,66,No,Yes,DSL,No,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,84.19,5501.87,No
CUST04642,Male,0,Yes,Yes,2,Yes,Yes,No,No internet service,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,54.27,7863.89,No
CUST04643,Male,1,Yes,Yes,11,No,No,No,Yes,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Bank transfer,110.51,5883.72,No
CUST04644,Female,0,No,Yes,22,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,No,No,One year,Yes,Credit card,52.43,3455.1,No
CUST04645,Male,1,No,Yes,10,No,No phone service,No,No,No internet service,No internet service,No internet service,Yes,No internet service,One year,Yes,Electronic check,98.82,318.11,Yes
CUST04646,Female,0,No,Yes,51,Yes,Yes,No,No internet service,No,No internet service,Yes,No,No,Two year,No,Electronic check,103.33,152.46,No
CUST04647,Male,0,Yes,No,49,No,No phone service,DSL,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Bank transfer,55.94,2280.39,Yes
CUST04648,Male,1,No,No,56,No,No,Fiber optic,No,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Credit card,41.26,5826.91,No
CUST04649,Female,0,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,Two year,Yes,Credit card,27.37,6432.88,Yes
CUST04650,Male,0,No,No,45,No,No,No,No,No,No internet service,Yes,Yes,Yes,Two year,Yes,Credit card,111.07,3110.81,Yes
CUST04651,Female,1,No,Yes,28,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,85.4,7615.08,No
CUST04652,Female,1,No,No,69,Yes,No phone service,DSL,No internet service,Yes,No internet service,Yes,Yes,Yes,One year,Yes,Electronic check,101.99,8491.31,No
CUST04653,Male,0,Yes,Yes,45,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No internet service,One year,No,Credit card,81.84,2697.84,Yes
CUST04654,Female,1,No,No,15,No,No,No,Yes,No internet service,No,No,Yes,No internet service,Month-to-month,No,Credit card,35.97,3179.73,No
CUST04655,Male,0,Yes,Yes,50,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,Yes,Yes,One year,No,Credit card,50.36,3660.23,No
CUST04656,Male,0,No,No,10,No,No phone service,Fiber optic,Yes,No internet service,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,53.75,2515.38,No
CUST04657,Female,1,No,Yes,10,No,No,No,Yes,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,63.05,5826.63,No
CUST04658,Male,1,Yes,No,62,Yes,No phone service,Fiber optic,No internet service,No,No,Yes,No,No internet service,One year,Yes,Mailed check,25.23,8182.77,Yes
CUST04659,Female,0,Yes,No,52,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,One year,Yes,Bank transfer,87.01,3858.83,Yes
CUST04660,Male,1,Yes,No,57,No,Yes,No,No internet service,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Credit card,47.06,1636.9,No
CUST04661,Male,1,Yes,No,18,No,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,68.01,1773.32,No
CUST04662,Male,0,No,No,31,Yes,Yes,DSL,No,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Bank transfer,25.97,6502.0,No
CUST04663,Male,0,Yes,Yes,49,No,No,No,No,No,No internet service,Yes,No internet service,No,Month-to-month,No,Credit card,89.71,6613.11,Yes
CUST04664,Male,0,No,No,71,No,Yes,No,Yes,Yes,Yes,No,No internet service,Yes,Two year,Yes,Credit card,74.78,4294.01,No
CUST04665,Female,0,No,Yes,54,No,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,110.51,6851.11,No
CUST04666,Female,0,No,No,40,Yes,No,No,No,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,No,Mailed check,39.72,4606.86,No
CUST04667,Female,0,Yes,No,69,Yes,No,Fiber optic,No internet service,Yes,No,No,No internet service,No internet service,Month-to-month,No,Credit card,115.77,2758.41,Yes
CUST04668,Female,1,Yes,No,20,Yes,Yes,No,Yes,No,Yes,No,No internet service,No internet service,One year,Yes,Electronic check,110.58,1272.94,No
CUST04669,Female,0,Yes,Yes,25,No,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer,49.57,4655.13,No
CUST04670,Female,1,No,No,0,Yes,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,109.8,7527.24,No
